ID, name, author, year
1639, Probabilistic Modelling of Some Problems in Computer Science, Ming-Ying Leung; &amp;#26753;&amp;#26126;&amp;#32403;,
1640, All in One Computer Science CBSE Class 11th, Harshit Garg; Swati Rana,
1641, AutoCAD 2013 Beginning and Intermediate, Munir Hamad, 2012
1642, My Revision Notes OCR a Level Computer Science, George Rouse; Sean O&#39;Byrne; Jason Pitt,
1643, Data-driven Generation of Policies, Austin Parker; Gerardo I. Simari; Amy Sliva,
1644, A Level Computer Science for Aqa Unit 1, Kevin Roy Bond,
1645, A/As Level Computer Science for Wjec/Eduqas Student Book, Alistair Surrall; Adam Hamflett,
1646, Essentials of MIS: Computer Science+ Information Technology, Cram101 Textbook Reviews,
1647, My Revision Notes Edexcel GCSE Computer Science, Steve Cushing,
1648, Java Programming with Netbeans for A-Level Computer Science, Graham Hall, 2015
1649, Sofsem 2005: Theory and Practice of Computer Science, Peter Vojtáš; Mária Bieliková; Charon-Bost, 2005
1650, A Teachers Guide to Computer Science: For Secondary Schools and Colleges, Dan   Campbell, 2015
1651, Computer Science and Information Technology Guide for GATE/ PSUs, Disha Experts, 2016
1652, Mexican International Conference on Computer Science, Institute of Electrical and Electronics Engineers, 2004
1653, Markov Models for Handwriting Recognition, Thomas Plxf6tz; Gernot A. Fink, 2012
1654, Computer Science Ugc Net Slet Paper 2, Frank Barnas,
1655, Hybrid Systems II, Panos Antsaklis; Wolf Kohn; Anil Nerode, 2008
1656, Cbse All in One Computer Science Class 11th, Harshit Garg; Swati Rana,
1657, ISRO : Previous Solved Papers :Computer Science 2017, Made Easy,
1658, Computer Science: Information Technology Coursebook 4, Sangeeta Panchal; Alka Sabharwal,
1659, Future Tendencies in Computer Science+ Control and Applied Mathematics, Alain Bensoussan, 1992
1660, Logic And Discrete Mathematics: A Computer Science Perspective, Jean-Paul Tremblay; Winfried Karl Grassmann,
1661, Fundamental Proof Methods in Computer Science, Konstantine Arkoudas; David Musser,
1662, Quantum Computing, Jozef Gruska,
1663, Edexcel Computer Science for GCSE Student Book, Steve Cushing,
1664, Foundations of Computer Science: Potential-Theory-Cognition, Christian Freksa, 1997
1665, Computer Science: A Structured Programming Approach Using C, Richard F. Gilberg (Author)(3rd Edition) (Course Technology) (Paperback) by Behrouz A. Forouzan,
1666, Polya Counting Theory: Combinatorics for Computer Science, S. Gill Williamson, 2012
1667, Encyclopedia of Computer Science and Technology: Volume 16 - Index, Jack Belzer,
1668, Probability and Statistics with Reliability+ Queuing+ and Computer Science Applications, Charlie Pierce,
1669, Nust School of Electrical Engineering and Computer Science, Jesse Russell; Ronald Cohn,
1670, AP Computer Science Principles Student&#39;s Solutions Manual, Leon Schram,
1671, GATE 2019 Guide Computer Science And Information Technology, GK PUBLICATION,
1672, Let&#39;s Learn about Computer Science, Various,
1673, Let&#39;s Learn about Computer Science, Various,
1674, GATE &amp; PSU&#39;s Computer Science &amp; Information Technology, G.K.P.,
1675, S. Chand’s Computer Science for Class 11, Dheeraj Mehrotra,
1676, Frank Computer Science 2017 Class 2, Suchanda Sen,
1677, Computer Science for International Baccalaureate Syllabus: Option A: Databases, Sarah+ Ph.d. Shakibi,
1678, Computer Science, Tony Gaddis; Kip Irvine,
1679, Using Computer Science in Agribusiness, Jennifer Culp,
1680, Behavioral Cybersecurity: Applications of Personality Psychology and Computer Science, Wayne Patterson; Cynthia E Winston-Proctor,
1681, Java Software Solutions for Ap Computer Science, John   Lewis; William Loftus; Cara Cocking,
1682, Encyclopedia of Computer Science and Technology: Volume 16 - Index, Jack Belzer,
1683, GATE &amp; PSU&#39;s Computer Science &amp; Information Technology, G.K.P.,
1684, Need to Know: AQA A-level Computer Science, Stuart Davison,
1685, S. Chand’s Computer Science for Class 11, Dheeraj Mehrotra,
1686, Let&#39;s Learn about Computer Science, Various,
1687, Let&#39;s Learn about Computer Science, Various,
1688, Cracking the AP Computer Science a Exam+ 2020 Edition, Princeton Review,
1689, Edge Computing: A Primer, Jie Cao; Quan Zhang; Weisong Shi,
1690, Computer Science and Technologies for Kids 2 Web Scraping, BabyInvestment,
1691, Web Technologies: A Computer Science Perspective+ 1e, Jackson,
1692, CSC 1301 PRINCIPLES OF COMPUTER SCIENCE I, Pearson,
1693, Computer Science: Textbook for ISC Class 12, Rupa Pandit,
1694, KVS PGT Computer Science Guide 2018, Arihant Experts,
1695, Applied Scientific Computing: With Python, Peter R. Turner; Thomas Arildsen; Kathleen Kavanagh,
1696, Computer Science: Textbook for ISC Class 12, Rupa Pandit,
1697, Web Technologies: A Computer Science Perspective+ 1e, Jackson,
1698, Problems with a Point: Exploring Math and Computer Science, William Gasarch; Clyde Kruskal,
1699, Using Computer Science in High-Tech Security Careers, Carla Mooney,
1700, Using Computer Science in High-Tech Security Careers, Carla Mooney,
1701, Agile Software Engineering, Hazzan Orit Et.Al,
1702, Logics for Computer Science: Classical and Non-Classical, Anita Wasilewska,
1703, Science In Management: Some Applications Of Operational Research And Computer Science, Clifford Stanley Chedzey,
1704, Combinatorial Optimization: Algorithms and Complexity, Christos H. Papadimitriou; Kenneth Steiglitz, 2012
1705, Computer Science Made Simple: Learn how hardware and software work-- and how to make them work for you!, V. Spraul, 2010
1706, Learn CS Concepts with Scratch: Create exciting games and animation in Scratch and learn Computer Science principles, Abhay Joshi; Ravi Pande,
1707, RUBY: 2nd Edition! Beginner&#39;s Crash Course - Ruby for Beginners Guide to: Ruby Programming+ Ruby On Rails+ Rails Programming, Quick Start Guides, 2015
1708, Hacking Handbook: Learning The Basics Of HACKING (Computer Science HACKING), David   Maxwell,
1709, R Handbook: Learning The Basics Of R Programming (Computer Science Programming), David   Maxwell,
1710, Foundations of Computer Science: From Data Manipulation to Theory of Computation, Michael A. Seeds; Sophia Chung Fegan, 2002
1711, Computer Science Made Simple: Learn how hardware and software work-- and how to make them work for you!, Spraul+ V. Anton, 2010
1712, Primality Testing In Polynomial Time: From Randomized Algorithms To &quot;Primes Is In P&quot;, Martin Dietzfelbinger, 2003
1713, The Art And Science Of Digital Compositing, Ron Brinkmann, 1999
1714, Computer Science – Theory and Applications: 11th International Computer Science Symposium in Russia+ CSR 2016+ St. Petersburg+ Russia+ June 9-13+ 2016+ Proceedings, Alexander S. Kulikov; Gerhard J. Woeginger,
1715, SOFSEM 2008: Theory and Practice of Computer Science: 34th Conference on Current Trends in Theory and Practice of Computer Science+ Nový Smokovec+ Slovakia+ ..., Villiam Geffert; Mária Bieliková; Bart Preneel, 2008
1716, Theoretical Computer Science: 9th Italian Conference+ Ictcs 2005+ Siena+ Italy+ October 12 14+ 2005+ Proceedings, Mario Coppo, 2005
1717, SOFSEM 2004: Theory and Practice of Computer Science: 30th Conference on Current Trends in Theory and Practice of Computer Science+ Merin+ Czech Republic+ ... 2004, Peter Van Emde Boas; Jaroslav Pokorný; Mária Bieliková, 2008
1718, Computer Science – Theory and Applications: 12th International Computer Science Symposium in Russia+ CSR 2017+ Kazan+ Russia+ June 8-12+ 2017+ Proceedings, Pascal Weil,
1719, Theoretical Computer Science: 9th Italian Conference+ ICTCS 2005+ Siena+ Italy+ October 12-14+ 2005+ Proceedings, Mario Coppo; Elena Lodi; G. Michele Pinna, 2005
1720, Sofsem 2005: Theory And Practice Of Computer Science: 31st Conference On Current Trends In Theory And Practice Of Computer Science+ Liptovský Ján+ Slovakia+ ... Computer Science And General Issues), Peter Vojtáš; Mária Bieliková, 2005
1721, Structured Concurrent Programming With Operating Systems Applications, Richard C. Holt, 1978
1722, Evolution Of Parallel Cellular Machines: The Cellular Programming Approach, Moshe Sipper, 1997
1723, Click Start 9 and 10 Level 9 Student eBook: Computer Science for Schools, Narasimhan Meera, 2016
1724, Ada+ the Enchantress of Numbers: A Selection from the Letters of Lord Byron&#39;s Daughter and Her Description of the First Computer, Ada Lovelace; Betty Alexandra Toole, 1992
1725, Computers: 49 Science Fair Projects, Robert L. Bonnet; G. Daniel Keen, 1990
1726, Mathematics and Computer Science II: Algorithms+ Trees+ Combinatorics and Probabilities, Brigitte Chauvin, 2002
1727, The Apprentice C++ Programmer: A Touch of Class, P.A. Lee; Chris Phillips, 1996
1728, Recent Advances in Computer Science and Information Engineering: Volume 4, Zhihong Qian; Lei Cao; Weilian Su, 2012
1729, Multiple Choice Questions In Preparation For The Ap Computer Science (&quot;A&quot; And &quot;Ab&quot;) Examination, Leon Schram,
1730, AP Computer Science (A  AB)  (REA) - The Best Test Prep for the AP Exam, Ernest Ackermann; Richard Albright; M. Dadashzadeh, 1998
1731, 2014 International Conference on Future Communication+ Information and Computer Science, Dawei Zheng, 2014
1732, Speech And Human Machine Dialog, Wolfgang Minker, 2004
1733, Embedded Operating Systems: A Practical Approach, Alan Holt; Chi-Yu Huang, 2014
1734, Graph-Theoretic Concepts in Computer Science: 12th International Workshop Wg &#39;86, Gottfried Tinhofer, 1987
1735, Reviews of Environmental Contamination and Toxicology+ Volume 190, George W. Ware, 1989
1736, ARYA SEISMIC DATA, V.K. Arya, 1982
1737, Java Concepts: Advanced Placement Computer Science Study Guide, Frances P. Trees; Cay S. Horstmann, 2007
1738, Computer Science Sample Test: Teacher Ceritfication Exam, Pat Oliphant, 2003
1739, Addison Wesley&#39;s Review for the Computer Science AP Exam in Java, Susan Horwitz, 2003
1740, Developmental Systems: At the Crossroads of System Theory+ Computer Science+ and Genetic Engineering, Stefan Węgrzyn; Jean-Charles Gille; Pierre Vidal, 2011
1741, Elsevier&#39;s Dictionary of Computer Science: In English+ German+ French and Russian, Boriana Deliiska; B. Delijska, 2001
1742, Construction of Data Processing Software, John Elder, 1984
1743, Z. Notation, J.M. Spivey; Spivey, 1988
1744, Physics Foibles : a book for physics+ math and computer science students, Melvin Goldstein, 2003
1745, Physics and Theoretical Computer Science: From Numbers and Languages to (Quantum) Cryptography, Jean-Pierre Gazeau, 2007
1746, Jewels Are Forever: Contributions On Theoretical Computer Science In Honor Of Arto Salomaa, Juhani Karhumäki, 1999
1747, A Century of Electrical Engineering and Computer Science at Mit+ 1882--1982, Karl Wildes, 1985
1748, Software Engineering with Computational Intelligence, Taghi M. Khoshgoftaar, 2003
1749, Lab Manual To Accompany JAVA, Walter J. Savitch, 2004
1750, Algebraic Specification of Communication Protocols, G. J. Veltink, 1993
1751, Recent Advances in Computer Science and Information Engineering: Volume 5, Zhihong Qian; Lei Cao; Weilian Su, 2012
1752, My Revision Notes Aqa Gcse Computer Science Computing Fundamentals, Steve Cushing, 2013
1753, Discrete Mathematics and Logic: Theoretical Foundations for Computer Science+ an Arabic Text, Ali Mili, 2006
1754, Theory and Applications of Higher-Dimensional Hadamard Matrices (Combinatorics and Computer Science, Yang Yi Xian, 2001
1755, Addison-Wesley&#39;s Review for the AP Computer Science Exam in Java, Susan Horwitz; Leigh Ann Sudol, 2005
1756, Mathematical Methods in Computer Science: Essays in Memory of Thomas Beth, Jacques Calmet; Willi Geiselmann; Jörn Müller-Quade, 2008
1757, Click Start Level 6 Cambridge Learn: Computer Science for Schools, Anjna Virmani; Shalini Harisukh, 2017
1758, Recent Advances in Computer Science and Information Engineering: Volume 3, Zhihong Qian; Lei Cao; Weilian Su, 2012
1759, Mathematics and Computer Science II: Algorithms+ Trees+ Combinatorics and Probabilities, Brigitte Chauvin; Philippe Flajolet; Daniele Gardy, 2002
1760, A Guide For Principles Of Computer Science: Concepts+ Algorithms+ Data Structures+ And Applications, Carroll K Melnyk,
1761, Lattice Functions and Equations, Sergiu Rudeanu, 2001
1762, AutoCAD 2008 Essentials (w DVD) (Computer Science) (Engineering), Munir Hamad, 2007
1763, Coding+ Cryptography and Combinatorics (Progress in Computer Science and Applied Logic, Chaoping Xing; Kequin Feng, 2004
1764, Click Start Level 5 Student eBook: Computer Science for Schools, Anjana Virmani; Shalini Harisukh, 2016
1765, Spatial Representation And Motion Planning, Ángel P. del Pobil, 1995
1766, Programming Languages and Operational Semantics: A Concise Overview, Maribel Fernandez, 2014
1767, Theoretical Aspects of Local Search. Monographs in Theoretical Computer Science. an Eatcs Series., Wil Michiels; Emile Aarts; Jan Korst, 2007
1768, SQL: A Beginner to Expert Guide to Learning the Basics of SQL, James       Patterson,
1769, Cambridge Igcse(r) Computer Science Coursebook Digital Edition, Sarah Lawrey; Donald Scott,
1770, Formal Foundations for Software Engineering Methods, Heinrich Huxdfmann, 2008
1771, Recent Advances in Computer Science and Information Engineering: Volume 2, Zhihong Qian; Lei Cao; Weilian Su, 2012
1772, Complete Computer Science for Cambridge Igcserg &amp; O Level Revision Guide, Alison Page,
1773, Semantic Web-based Intelligent Geospatial Web Services, Peng Yue, 2013
1774, Programming Concepts and Problem Solving: An Introduction to Computer Science Using Pascal, Peter Linz, 1983
1775, Handbook of Logic in Computer Science: Volume 1: Background: Mathematical Structures, Samson Abramsky; Dov M. Gabbay, 1993
1776, Computer Science 2: Principles of Software Engineering+ Data Types+ and Algorithms, Henry M. Walker,
1777, Data File Handling with C++, Somnath PaulChoudhury, 2012
1778, Index Structures for Data Warehouses, Marcus Jxfcrgens, 2002
1779, Mathematics and Computer Science II: Fundamental Contributions in the Netherlands Since 1945, Michiel Hazewinkel, 1986
1780, Optical Communication Theory, Robert O. Harger, 1977
1781, Experiments in Computing: Laboratories for Introductory Computer Science in Turbo Pascal, Kenneth Abernethy; J. Thomas Allen, 1992
1782, A Relational Theory of Computing (Lecture Notes in Computer Science), John G. Sanderson,
1783, Algebraic Combinatorics and Computer Science: A Tribute to Gian-Carlo Rota, H. Crapo; D. Senato, 2001
1784, AutoCAD 2009 Essentials(w DVD) (Engineering)(Computer Science) (Architecture), Munir Hamad, 2008
1785, Discovering Computer Science: Interdisciplinary Problems+ Principles+ and Python Programming, Jessen Havill, 2015
