ID, name, author, year
1078, Think Bayes Bayesian Statistics Made Simple, , 2012
1079, Think DSP Digital Signal Processing in Python, , 2012
1080, Java with BlueJ, , 2016
1081, Java with BlueJ Part 2, , 2016
1082, Relational Databases and Microsoft Access, , 2016
1083, Diseno e Implementación de Bases de Datos desde una Perspectiva Prática, , 2014
1084, Aprendizaje Colaborativo Apoyado por Computador, , 2014
1085, Python for Everybody Exploring Data Using Python 3, , 2016
1086, Introduction to the Modeling and Analysis of Complex Systems, , 2015
1087, Embedded Controllers Using C and Arduino / 2E, , 2018
1088, Operating Systems and Middleware Supporting Controlled Interaction, ,
1089, How to Think Like a Computer Scientist Learning with Python, , 2008
1090, Fast Fourier Transforms, , 2012
1091, Think Python How to Think Like a Computer Scientist, , 2012
1092, Computer Networking Principles+ Protocols and Practice, , 2011
1093, History of computing : learning from the past+ IFIP WG 9.7 International Conference+ HC 2010+ held as part of WCC 2010+ Brisbane+ Australia+ September 20-23+ 2010. proceedings, , c2010
1094, How to Think Like a Computer Scientist C Version, , 1999
1095, Spatial Thinking in Planning Practice An Introduction to GIS, , 2014
1096, Think Stats Probability and Statistics for Programmers, , 2014
1097, Pharo by Example 5.0, , 2016
1098, Database Design - 2nd Edition, , 2014
1099, Introduction to Programming Using Java+ Seventh Edition, , 2015
1100, Eloquent JavaScript A Modern Introduction to Programming, , 2014
1101, Combinatorics, , 2017
1102, Temas de Diseño en Interacción Humano-Computadora, , 2014
1103, Inteligencia Artificial, , 2014
1104, Think Data Structures Algorithms and Information Retrieval in Java, , 2016
1105, Information Systems for Business and Beyond, , 2014
1106, Introduction to MIPS Assembly Language Programming, , 2016
1107, Signal Computing Digital Signals in the Software Domain, , 2016
1108, Physical Modeling in MATLAB, , 2009
1109, Programming Fundamentals - A Modular Structured Approach using C++, , 2013
1110, Microprocesadores Fundamentos y Aplicaciones, ,
1111, Aprendiendo a Programar en Python con mi Computador Primeros pasos rumbo a cómputos de gran escala en las Ciencias e Ingenierías, , 2016
1112, Enterprise Pharo a Web Perspective, , 2016
1113, Business Information Systems Design an App for That, , 2011
1114, Information Systems A Manager's Guide to Harnessing Technology, , 2015
1115, The Missing Link An Introduction to Web Development and Programming, , 2014
1116, The Spec UI framework, , 2017
1117, Beowulf, , 2008
1118, Introduction to Autonomous Robots, , 2016
1119, Programming Languages Application and Interpretation, , 2007
1120, Object-Oriented Reengineering Patterns, , 2008
1121, Squeak by Example+ Example, , 2009
1122, Deep into Pharo, , 2013
1123, Origins and foundations of computing : in cooperation with Heinz Nixdorf MuseumsForum, Bauer+ Friedrich Ludwig, ©2010
1124, Linux all-in-one for dummies, Dulaney+ Emmett A., ©2014
1125, The definitive guide to PC-BSD, Lavigne+ Dru, c2010
1126, Dynamically reconfigurable systems : architectures+ design methods and applications, , c2010
1127, Artificial experts : social knowledge and intelligent machines, Collins+ H. M., ©1990
1128, Great principles of computing, Denning+ Peter J., 2015
1129, Handbook of information and communication security, , c2010
1130, Visual C# 2010 recipes : a problem-solution approach, Jones+ Allen, c2010
1131, Discrete mathematics : proofs+ structures+ and applications, Garnier+ Rowan, ©2010
1132, Schaum's outline of discrete mathematics, Lipschutz+ Seymour, ©2007
1133, Intelligent systems : from theory to practice, , c2010
1134, Essentials of Geographic Information Systems, , 2011
1135, Algorithms and Data Structures With Applications to Graphics and Geometry, , 2011
1136, Electronic engineering and computing technology, , 2010
1137, Pro ODP .NET for Oracle database 11g, Zehoo+ Edmund, c2010
1138, The Unicode cookbook for linguists Managing writing systems using orthography profiles, , 2018
1139, What kind of information society? Governance+ virtuality+ surveillance+ sustainability+ resilience : 9th IFIP TC 9 International Conference+ HCC9 2010 and 1st IFIP TC 11..., , c2010
1140, Formal methods : state of the art and new directions, , c2010
1141, Advances in neural network research and applications, , c2010
1142, Beginning WF : Windows Workflow in .NET 4.0, Collins+ Mark J., c2010
1143, Practical Clojure, VanderHart+ Luke, c2010
1144, Smart home automation with Linux, Goodwin+ Steven, 2010
1145, Research and discovery : landmarks and pioneers in American science, , c2008
1146, Illustrated C♯ 2010, Solis+ Daniel M., ©2010
1147, Complexity : a guided tour, Mitchell+ Melanie, 2009
1148, Tools for high performance computing 2009 : proceedings of the 3rd International Workshop on Parallel Tools for High Performance Computing+ September 2009+ ZIH+ Dresden, , 2010
1149, IPad made simple, Trautschold+ Martin, ©2010
1150, Nature inspired cooperative strategies for optimization (NICSO 2010), , c2010
1151, Trends in practical applications of agents and multiagent systems : 8th International Conference on Practical Applications of Agents and Multiagent Systems, , c2010
1152, Trust and fairness in open+ distributed systems, Wierbicki+ Adam, c2010
1153, Systems approaches to managing change : a practical guide, , ©2010
1154, The essential guide to Flash games : building interactive entertainment with ActionScript 3.0, Fulton+ Jeff, c2010
1155, From mathematics to generic programming, Stepanov+ Alexander A., 2014
1156, High performance computing on vector systems 2009, , c2010
1157, Security and privacy - Silver linings in the cloud : 25th IFIP TC-11 International Information Security Conference+ SEC 2010+ held as part of WCC 2010+ Brisbane+ Australia+..., , c2010
1158, Production grids in Asia : applications+ developments and global ties, , ©2010
1159, Algorithms for next generation networks, , c2010
1160, The structure of style : algorithmic approaches to understanding manner and meaning, , 2010
1161, Drawing programs : the theory and practice of schematic functional programming, Addis+ T. R., ©2010
1162, The electronic battlefield, , 2008
1163, Managing and mining graph data, , c2010
1164, Emergent web intelligence : advanced information retrieval, , c2010
1165, On the construction of artificial brains, , c2010
1166, Pro Entity Framework 4.0, Klein+ Scott, c2010
1167, Windows Phone 7 game development, Dawes+ Adam, ©2010
1168, BlackBerry Curve made simple : for the BlackBerry Curve 8520+ 8530+ and 8500 series, Trautschold+ Martin, ©2010
1169, Blackberry Storm2 made simple : written for the Storm 9500 and 9530+ and the Storm2 9520+ 9530+ and 9550, Trautschold+ Martin, ©2010
1170, Introducing Visual C♯ 2010, Freeman+ Adam, ©2010
1171, Network science : complexity in nature and technology, , c2010
1172, BlackBerry for work : productivity for professionals, Mittal+ Kunal, c2010
1173, Silverlight 4 business intelligence software, Czernicki+ Bart, ©2010
1174, ChanceMINT. NRW - Studienbiografische Wendepunkte und Karriereperspektiven, Auferkorte-Michaelis+ Nicole, 2017
1175, Reflections on the work of C.A.R. Hoare, , 2010
1176, Graphic Design and Print Production Fundamentals, , 2015
1177, Math bytes : Google bombs+ chocolate-covered pi+ and other cool bits in computing, Chartier+ Timothy P., 2014
1178, Design and simulation of spectrum management methods for wireless local area networks, Könsgen+ Andreas, 2010
1179, Advanced statistical steganalysis, Böhme+ Rainer, c2010
1180, Practical signcryption, , c2010
1181, Smart information and knowledge management : advances+ challenges+ and critical issues, , 2010
1182, JavaScript for absolute beginners, McNavage+ Terry, ©2010
1183, Pro Internet Explorer 8 & 9 development : developing powerful applications for the next generation of IE, Crowley+ Matthew, ©2010
1184, The algorithms and principles of non-photorealistic graphics : artistic rendering and cartoon animation, Geng+ Weidong, ©2010
1185, Beginning jQuery : from the basics of jQuery to writing your own plug-ins, Franklin+ Jack, ©2017
1186, Starting out with Visual C#, Gaddis+ Tony, 2017
1187, Hollywood science : movies+ science+ and the end of the world, Perkowitz+ Sidney, ©2007
1188, Object-oriented data structures using Java, Dale+ Nell, 2017
1189, Agent_zero : toward neurocognitive foundations for generative social science, Epstein+ Joshua M., 2013
1190, Ada Lovelace : the making of a computer scientist, Hollings+ Christopher, 2018
1191, Windows networking troubleshooting, Halsey+ Mike, 2017
1192, Decoding the universe : how the new science of information is explaining everything in the cosmos+ from our brains to black holes, Seife+ Charles, 2006
1193, Spring persistence with Hibernate, Fisher+ Paul Tepper, 2010
1194, Python Algorithms : mastering basic algorithms in the python language, Hetland+ Magnus Lie, ©2010
1195, Objects first with Java : a practical introduction using BlueJ, Barnes+ David J., 2017
1196, Interactive object oriented programming in Java : learn and test your skills, Sarcar+ Vaskaran, 2016
1197, Web-based information technologies and distributed systems, Gabillon+ Alban, ©2010
1198, Pro .NET 4 Parallel Programming in C♯, Freeman+ Adam, 2010
1199, Service oriented infrastructures and cloud service platforms for the enterprise : a selection of common capabilities validated in real-life business trials by the BEinGRID..., the BEinGRID..., , c2010
1200, Think Perl 6 : how to think like a computer scientist, Rosenfeld+ Laurent, 2017
1201, Smartest machine on Earth, , 2011
1202, JavaScript : the definitive guide, Flanagan+ David, 2011
1203, Learn iPhone and iPad cocos2d game development, Itterheim+ Steffen, ©2010
1204, Adaptive representations for reinforcement learning, Whiteson+ Shimon, c2010
1205, An introduction to object-oriented programming with Java, Wu+ C. Thomas, ©2010
1206, Artificial intelligence : a beginner's guide, Whitby+ Blay, 2008+ ©2003
1207, Beginning Google SketchUp for 3D printing, Singh+ Sandeep, ©2010
1208, Online worlds : convergence of the real and the virtual, , ©2010
1209, Android for work : productivity for professionals, Karch+ Marziah, ©2010
1210, Economic models and algorithms for distributed systems, , c2010
1211, Pro Python system administration, Sileika+ Rytis, c2010
1212, Engaging children in science, Howe+ Ann C., ©1998
1213, Bits to bitcoin : how our digital stuff works, Day+ Mark Stuart, 2018
1214, Beginning Python : from novice to professional, Hetland+ Magnus Lie, 2017
1215, The computer : a very short introduction, Ince+ D., 2011
1216, The essential guide to HTML5 : using games to learn HTML5 and JavaScript, Meyer+ Jeanine, ©2010
1217, Handbook of peer-to-peer networking, , c2010
1218, Scalable techniques for formal verification, Ray+ Sandip, c2010
1219, Pro WPF in C# 2010 : Windows presentation foundation in .NET 4, MacDonald+ Matthew, c2010
1220, jQuery recipes, Harwani+ B. M., c2010
1221, Adaptive cryptographic access control, Kayem+ Anne V. D. M., 2010
1222, Parsing beyond context-free grammars, Kallmeyer+ Laura, 2010
1223, Intelligent information processing V : 6th IFIP TC 12 international conference+ IIP 2010+ Manchester+ UK+ October 13-16+ 2010 : proceedings, , 2010
1224, Transforming enterprise cloud services, Chang+ William Y., c2010
1225, Learning Python, Lutz+ Mark, 2013
1226, Foundations of reasoning under uncertainty, , ©2010
1227, Inductive inference for large scale text classification : kernel approaches and techniques, Silva+ Catarina, ©2010
1228, Information theoretic learning : Renyi's entropy and kernel perspectives, Príncipe+ J. C., c2010
1229, The pleasure of finding things out : the best short works of Richard P. Feynman, Feynman+ Richard P., ©1999
1230, Career ideas for teens in information technology, Reeves+ Diane Lindsey, ©2006
1231, Beginning Microsoft Office 2010, Hart-Davis+ Guy, ©2010
1232, A cyberworm that knows no boundaries, Porche+ Isaac, 2011
1233, Sensitivity analysis for neural networks, , c2010
1234, Advances in multimedia and network information system technologies, , c2010
1235, Learning Perl : making easy things easy and hard things possible, Schwartz+ Randal L., ©2017
1236, SPSS for dummies, Griffith+ Arthur, ©2007
1237, IPhone and iPad apps for absolute beginners, Lewis+ Rory, ©2010
1238, Pro LINQ : Language Integrated Query in C# 2010, Freeman+ Adam, c2010
1239, A people's history of computing in the United States, Rankin+ Joy Lisi, 2018
1240, Frontiers in computational and systems biology, , 2010
1241, Frühe informatische Bildung - Ziele und Gelingensbedingungen für den Elementar- und Primarbereich, , 2018
1242, Cryptography, Oriyano+ Sean-Philip, ©2013
1243, Pro Oracle database 11g administration, Kuhn+ Darl, 2010
1244, A guide to empirical orthogonal functions for climate data analysis, Navarra+ A., 2010
1245, Mac OS X Snow Leopard for power users, Granneman+ Scott, ©2010
1246, Emergent Web intelligence : advanced semantic technologies, , c2010
1247, Cognitive systems, , 2010
1248, Symbiotic multi-robot organisms : reliability+ adaptability+ evolution, , c2010
